ID,Year,University Name English,I,We,You,She/He,They,Affiliation,Achievement,Power,All-or-none,Insight,Causation,Tentative,Certitude,Leisure,Home,Work,Money,Past Focus,Present Focus,Future Focus,WB: Direction,WB: Prosociality,WB: Means,WB: Identity,WB: Motivation,WB: Coherence,WB: Significance,WB: Spiritual,WB: Social Connections,WB: Purpose,WB: Meaning,Mindfulness
1921,2019,UNIST University,0,2.86,0,0.1,2.77,4.01,2.39,0.86,0.29,2.48,2.96,0.57,0.38,0.19,0,6.58,1.24,1.72,6.11,1.72,1.34,1.05,1.24,1.15,2.48,1.15,2.58,0.29,1.05,2.77,2.67,1.53
1915,2019,University of Seoul,0,6.28,0.15,0,1.31,7.23,2.12,1.17,0.44,2.12,2.41,0.73,0.29,0.15,0,4.09,1.39,3.58,3.87,1.75,0.73,0.37,0.29,0.51,0.8,0.37,0.95,0.29,0.29,0.95,0.88,0.88
1908,2019,Yonsei University(Seoul),0.7,5.45,0.44,0.06,2.53,6.97,2.53,0.95,0.44,2.66,3.49,0.89,0.32,0.82,0.06,3.68,2.03,3.74,4.37,1.14,0.89,1.08,1.58,1.84,2.03,1.01,2.53,0.44,0.89,2.92,3.11,1.84
2014,2020,Catholic University of Korea,0,3.69,0.08,1.42,1.01,4.27,2.85,0.92,0.67,3.02,1.51,0.67,0.17,4.36,0.17,3.69,1.34,2.43,5.45,0.92,1.09,1.42,1.26,1.34,1.84,0.84,1.84,0.92,1.76,3.77,3.69,1.68
2015,2020,Chonnam National University,0,5.46,0.14,0.07,0.89,7.24,2.73,0.41,0.48,3.48,2.59,0.34,0.2,0.07,0.61,6.01,2.73,3.69,3.89,1.02,0.61,0.68,0.14,0.07,1.09,0.34,1.09,0.07,0.55,1.5,1.09,1.02
2016,2020,Chung Ang University,0.1,4.59,0.29,0.78,2.64,5.77,3.32,1.66,0.88,1.86,2.93,0.88,0.2,0.1,0.88,4.4,3.13,2.64,5.87,0.78,0.98,1.47,0.78,1.08,1.66,0.98,1.66,1.17,1.66,2.44,2.25,1.37
2017,2020,Chungnam National University,0,3.52,0.3,0.52,2.32,3.96,4.86,1.05,0.45,1.72,2.17,0.6,0.15,0.97,0,5.68,3.66,3.74,3.74,1.5,3.07,0.75,2.24,2.62,3.52,1.42,2.84,1.05,1.42,3.96,3.29,0.97
2018,2020,Dankook University,0,2.28,0,0.31,1.97,4.15,2.18,0.73,0.62,2.7,1.87,0.62,0.62,0.52,0,2.49,0.41,4.25,5.08,1.45,1.35,0.62,0.62,0.73,1.45,1.14,2.18,0.21,0.73,2.8,2.9,2.39
2019,2020,Dongguk University,0,3.85,0.07,0,1.28,4.19,3.71,1.08,0.74,2.43,1.22,1.08,0.2,0.34,0,10.6,1.49,4.25,3.38,1.01,1.01,0.61,0.68,0.81,1.55,0.68,1.69,0.14,0.47,1.69,1.49,2.57
2020,2020,Ewha Womans University,0.85,3.86,0.36,0.12,1.93,4.47,2.54,1.45,0.36,3.93,2.6,1.57,0.48,0.42,0.06,8.27,0.54,2.23,5.74,0.85,1.69,1.27,1.39,1.03,2.6,0.48,2.66,0.6,0.91,3.26,2.66,1.63
2021,2020,Gachon University,0,2.16,0.07,0,2.24,3.82,2.96,1.08,0.5,2.02,2.74,0.29,0.14,0.5,0.07,9.08,4.18,3.1,3.68,2.67,0.87,0.14,0.58,0.87,0.94,0.58,1.59,0.5,0.14,1.08,1.37,1.37
2022,2020,Hankuk University of Foreign Studies(Seoul),0,5.18,0.29,0,2.25,7.81,2.44,1.56,0.68,2.34,1.37,0.2,0.2,0.1,1.46,7.03,4,4.49,3.22,0.88,1.37,0.59,1.37,1.17,1.86,0.98,1.76,0.59,1.17,2.44,2.25,1.37
2023,2020,Kangwon National University,0,3.55,1.08,0,0.49,3.74,1.18,0.89,0.49,2.66,2.56,1.18,0.79,0.2,0,2.66,1.67,2.17,4.93,1.67,0.79,0,0.39,0.59,0.99,0.49,0.99,0,0,0.99,0.69,1.28
2024,2020,Konkuk University,0,5.14,0.38,0.23,1.53,5.76,3.53,0.92,0.54,2.53,2.46,0.61,0.38,0.77,0.08,4.83,1.53,3.76,3.61,1.46,1.46,1.15,0.61,0.61,2.38,1.15,2.38,0.31,1.15,3.61,2.99,1.23
2025,2020,Seoul National University,0,6.21,0.26,0,0.85,6.61,1.64,2.09,0.65,1.77,2.09,0.98,0.2,0,0,4.58,3.6,2.42,4.32,0.92,0.52,0.72,0.46,0.59,1.31,0.85,1.5,0.52,0.65,2.22,1.96,1.37
2026,2020,Seoul National University of Science and Technology,0.06,3.16,0.06,0.36,2.79,5.04,2.25,0.43,0.67,1.82,2,1.09,0.24,1.76,0.12,4.86,2.55,3.16,4.25,1.7,1.52,0.97,0.85,0.91,2.06,0.85,2.13,0.3,1.09,2.73,2.43,0.79
2027,2020,Seoul Womens University,0,1.81,0.83,0,1.53,2.36,1.81,1.32,0.42,1.81,1.94,1.46,0.42,0,0,5.28,8.26,1.39,6.25,1.94,0.21,0.21,0.21,0.21,0.35,0.14,0.49,0.07,0.07,0.63,0.49,0.9
2028,2020,Sogang University,0,4.45,0,0,1.1,5.41,3.22,2.06,0.45,2.77,1.87,0.45,0.19,0,0,7.54,2.71,2.84,4.57,1.8,2,0.77,1.61,1.8,2.64,1.1,2.96,0.52,0.77,3.16,2.77,0.77
2029,2020,Sookmyung Womens University,0,4.88,0.17,0,1.77,5.72,3.28,1.26,0.25,2.52,2.94,0.76,0.17,0,0.25,4.37,3.03,4.54,3.87,1.51,1.01,1.01,0.17,0.25,1.35,0.42,1.43,0.17,0.93,1.85,1.51,1.18
2030,2020,Sungkyunkwan University,0,3.17,0.08,0,0.92,5.1,1.5,1.09,0.75,1.84,3.76,0.58,0.67,4.26,0,1.84,1.5,2.26,5.43,1.25,0.42,0.25,0.42,0.25,0.58,0.5,0.75,0.17,0.33,0.92,0.92,2.01
2031,2020,Yonsei University(Seoul),0,2.89,0.56,0,0.44,5.11,2.33,1,0.39,2.94,1.39,1,0.28,1.78,0.11,3.11,1.5,3.16,3.39,0.83,0.61,1,0.17,0.67,1.11,0.78,1.33,0.44,0.94,2,1.83,1.28
2111,2021,Chonnam National University,0,2.31,0.14,0.56,1.05,2.66,2.03,0.84,0.42,3.57,2.45,0.49,0.14,0,0.07,5.05,2.73,2.73,4.48,1.33,0.56,0.56,0.77,0.63,1.33,0.63,1.33,0.28,0.42,1.82,1.54,0.98
2109,2021,Chung Ang University,0,2.88,0,0.08,2.37,3.56,1.1,1.1,0.42,2.63,2.71,0.42,0.42,0.08,1.36,6.02,7.97,3.64,5,1.02,0.59,0.68,0.76,0.59,1.1,0.25,1.36,0.34,0.34,1.27,1.1,1.86
2110,2021,Dongguk University,0,2.03,0,0,1.96,2.38,2.17,1.12,0.49,1.96,2.8,0.56,0.14,0.07,0.63,3.71,1.19,3.29,4.9,1.26,0.91,1.19,0.63,0.49,1.89,1.4,2.03,0.35,0.98,2.66,2.31,2.24
2115,2021,Ewha Womans University,0,2.77,0.26,0,1.47,3.03,3.29,1.47,0.52,3.29,1.56,0.87,0.52,0,0,13.26,1.3,2.17,3.64,0.43,1.82,0.78,1.99,1.82,2.34,0.09,2.43,0.35,0.78,3.21,3.21,1.21
2101,2021,Gachon University,0,2.62,0.07,0.99,1.49,3.47,2.9,0.99,0.21,3.54,2.55,0.42,0,0,0,5.38,3.54,3.89,3.54,1.49,2.62,0.57,1.13,0.85,2.83,1.27,2.69,0.64,0.64,2.97,2.19,1.84
2114,2021,Hankuk University of Foreign Studies(Seoul),0,5.09,0.66,0.37,3.39,6.57,1.99,0.89,0.59,3.25,2.73,1.33,0.66,0.15,0.22,7.31,1.77,3.99,6.27,0.3,1.18,1.18,1.25,1.48,2.14,0.52,1.92,0.3,1.25,3.17,2.95,1.25
2104,2021,Hongik University,0.1,3.9,0.2,0,1.2,4.3,2,1.2,0.3,3.1,2.3,1.8,0.4,0,0.1,4,2.1,1.9,5.69,1.7,0.3,0.5,0.4,0.5,0.9,0.4,0.8,0.2,0.5,1.1,1.1,2.1
2116,2021,Inha University,0,5.83,0,1.32,1.38,6.67,3.6,1.02,0.3,2.64,2.7,0.96,0.3,0.06,0,4.2,1.68,4.8,3.12,0.9,0.66,0.54,0.3,0.6,1.26,1.08,1.62,0.3,0.3,1.74,1.44,1.08
2105,2021,Myongji University,0.09,2.56,0.19,0,1.52,2.65,1.99,1.23,0.09,2.56,2.08,0.19,0,0.28,0.95,4.45,3.22,3.88,4.55,1.42,0.95,0.28,0.76,0.47,0.95,0.38,0.76,0.38,0.28,1.14,1.04,1.14
2106,2021,Seoul National University,0,3.41,0.12,0,0.43,4.47,2.73,1.99,0.74,2.05,1.36,0.43,0.19,0.62,0,6.82,2.73,2.85,2.67,0.87,1.67,1.12,1.24,1.24,2.54,1.67,2.73,0.43,1.24,3.1,2.85,1.61
2113,2021,Sogang University,0,3.17,0,0,1.44,3.78,2.95,1.44,0.53,2.19,2.12,0.6,0.3,0,0.08,8.62,4.08,2.19,5.14,1.13,1.59,0.38,1.51,1.74,2.04,0.83,2.19,0.3,0.38,2.72,2.42,0.83
2112,2021,Sookmyung Womens University,0,1.8,0.22,0,0.58,2.37,2.08,0.79,0.29,2.66,2.59,0.29,0.07,1.73,0.14,5.25,1.58,2.52,5.61,0.58,1.37,0.5,0.93,1.08,1.73,0.5,1.94,0.07,0.29,1.73,1.37,1.29
2107,2021,Sungkyunkwan University,0,4.38,0,0,1.36,5.06,2.82,1.75,1.07,1.66,2.04,0.68,0.1,0,0.19,9.35,3.41,1.17,5.16,1.85,1.07,0.29,0.78,0.58,1.27,0.49,1.85,0.1,0.29,1.56,1.66,0.97
2102,2021,University of Seoul,0,3.01,0.19,0.19,0.94,4.61,1.6,0.85,0.56,2.54,2.17,0.56,0.28,0.56,0.47,4.99,4.71,2.73,4.14,2.73,1.88,1.98,0.85,1.6,3.01,1.41,2.35,0.56,1.69,4.43,2.82,0.94
2103,2021,Yonsei University(Seoul),0,4.71,0.08,0,0.84,5.47,3.28,1.26,0.34,2.61,2.02,0.59,0.17,0.59,0.08,4.54,2.86,2.69,4.12,0.76,0.67,0.59,1.51,0.93,1.51,0.67,1.6,0.67,0.5,1.93,2.27,1.68
2108,2021,Yonsei University(Wonju),0.33,2.74,0.25,0.08,2.24,5.32,2.33,1,0.33,2.24,1.66,0.5,0.42,0,0.17,4.41,1.5,3.57,3.16,1,1.25,1.66,1,1.75,2.08,0.67,2.16,0.33,1.83,3.16,3.08,1.91
2214,2022,Chonnam National University,0,4.93,0.16,0,1.11,5.64,2.38,1.03,0.64,2.54,3.82,0.4,0,0,0.48,5.01,2.86,3.74,3.82,0.79,0.64,0.64,0.24,0.16,1.11,0.16,1.19,0.16,0.64,1.19,0.95,1.67
2212,2022,Chung Ang University,0,4.77,0.23,0,1.59,5.53,2.27,0.91,0.91,2.42,1.59,0.38,0.08,0.15,0,6.52,5.53,2.42,3.79,1.21,1.06,0.61,0.68,0.68,1.52,0.61,1.74,0.23,0.53,1.74,1.52,1.14
2222,2022,Dankook University,0,2.43,0.32,0,2.83,4.45,3.24,0.81,0.08,3.72,3.32,0.65,0.08,0.16,0.16,8.26,1.3,1.78,5.51,1.78,3.08,0.73,2.19,1.94,3.32,0.73,3.4,0.08,0.49,3.81,3.64,2.19
2221,2022,Dongguk University,0,3.63,0,0,3.18,5.9,2.36,1.63,0.18,5.18,1.82,1.27,0.45,0.09,0,5.99,1.27,1.27,5,2.09,3.36,1.54,2.63,2.45,3.91,1.09,4.63,0.36,1.45,4.54,5,4.09
2219,2022,Gachon University,0,5.28,0,0,0.84,6.5,2.22,0.69,0.54,2.22,3.21,0.15,0.08,0.15,0.08,6.81,2.07,3.6,3.9,1.45,0.61,0.38,0.54,0.38,0.99,0.38,1.15,0.15,0.23,1.07,0.77,1.07
2206,2022,Hankuk University of Foreign Studies(Global),0.19,3.16,0.48,0,0.38,3.74,1.73,0.67,0.19,1.25,2.68,0.67,0.1,0.48,0.19,3.45,2.59,1.63,7.57,1.92,1.44,0.58,0.67,0.96,1.53,0.86,2.11,0.48,0.58,1.73,1.34,2.21
2208,2022,Hankuk University of Foreign Studies(Seoul),0,2.42,0.43,0,2.59,4.75,3.2,2.07,0.78,1.99,1.55,0.26,0.43,0.26,0,6.39,2.68,2.85,3.02,0.69,2.42,1.47,1.04,1.73,3.54,1.64,3.11,0.6,1.99,4.06,2.94,1.64
2202,2022,Inha University,0,5.62,0.31,0,0.69,7.4,4.16,1.23,0.46,3.54,2.47,1.39,0.69,0.08,0,6.32,2.77,3.85,3.39,1.62,0.85,0.39,0.77,0.85,1.16,1,1.54,0.54,0.39,1.77,1.85,1.77
2223,2022,Kangwon National University,0,4.22,0.65,0.13,0.78,4.99,2.33,0.84,0.45,1.88,1.56,0.97,0.32,0.13,0.26,5.12,1.43,3.31,5.51,1.82,1.04,0.78,0.78,1.1,1.56,0.65,1.62,0.45,0.78,2.2,1.82,1.3
2220,2022,Konkuk University,0.07,3.04,0.53,0.33,3.96,4.69,2.38,1.06,0.59,2.11,1.58,1.12,0.33,0.07,0.2,5.35,1.45,3.43,5.02,0.59,1.19,1.58,0.86,0.99,2.11,1.19,2.24,0.66,1.72,4.55,4.49,1.39
2201,2022,Korea University,0,3.59,0.07,0,0.3,5.39,3.29,1.5,0.67,2.99,2.47,0.52,0.15,0.67,0.07,5.68,3.74,3.37,4.56,1.12,1.42,1.05,1.05,0.82,2.17,0.52,2.09,0.75,0.9,4.04,3.52,2.09
2213,2022,Myongji University,0,1.16,0.21,0,0.84,3.26,1.89,1.26,0.42,2.94,1.37,0.42,0.21,0.21,0,8.72,0.84,2.94,4.83,0.63,0.84,0.63,0.53,0.42,0.95,0.32,1.16,0.21,0.53,1.37,1.68,2.21
2205,2022,Sookmyung Womens University,0.09,4.61,0.72,0,0.54,6.69,1.54,0.54,0.99,2.8,2.71,0.45,0.27,0.45,1.63,4.52,1.9,1.63,5.61,1.36,2.35,0.36,0.72,2.53,2.62,2.44,1.27,2.26,2.08,3.16,1.54,1.81
2224,2022,Sungkyunkwan University,0,3.38,0.25,0,2.06,4.21,2.15,1.32,0.91,2.81,2.15,0.5,0.33,2.31,0.74,7.92,1.32,1.98,5.03,0.99,1.07,0.66,0.58,0.91,1.4,0.74,1.49,0.5,0.74,1.82,1.9,2.06
2211,2022,University of Seoul,0,4.27,0.76,0.09,1.33,5.12,1.99,0.66,2.09,2.94,3.13,1.42,0,0.66,0,4.36,1.23,2.37,6.26,1.8,0.85,0.76,0.66,0.66,1.42,1.33,1.71,0.66,0.85,2.18,2.47,3.32
2217,2022,Yonsei University(Seoul),0,2.01,0,0,0.45,2.91,2.98,1.34,0.3,2.98,3.13,1.12,0.52,1.79,0,6.11,3.5,3.8,3.06,1.64,0.45,0.6,0.89,0.97,1.12,0.52,1.79,0.22,0.22,1.34,1.71,1.64
2308,2023,Chonnam National University,0,4.36,0.1,0,0.91,4.77,2.23,0.61,0.51,1.93,2.54,0.81,0,0.3,0,5.98,2.33,3.35,5.58,1.52,0.51,0.61,0.71,0.61,0.81,0.51,1.32,0.61,0.61,1.12,1.42,1.32
2302,2023,Chosun University,0,4.79,0.11,0,0.68,5.71,0.91,1.14,1.03,1.83,2.28,0.23,0,0.34,0,6.62,5.37,2.05,4.45,1.03,0.57,1.03,0.34,0.23,0.91,0.34,0.91,0.68,1.03,2.74,2.74,0.91
2309,2023,Chung Ang University,0.19,2.8,0.56,0,2.24,4.2,1.49,1.12,0.28,4.95,2.05,1.31,0.09,0.37,0,5.51,4.3,2.15,4.58,1.12,1.12,0.56,0.28,0.37,1.68,0.65,1.49,0.19,0.47,1.87,1.21,1.68
2304,2023,Dankook University,0,2.45,0.14,0,2.52,4.48,1.33,1.26,0.35,2.1,2.66,0.63,0.21,0,0.14,4.84,1.82,2.03,3.78,1.82,1.75,1.26,1.19,0.77,2.24,0.91,2.8,0.28,1.26,2.8,2.94,2.17
2315,2023,Gachon University,0,4.42,0,0,1.74,5.37,2.84,1.1,0.16,2.76,2.6,0.32,0.16,0.79,0,6.63,2.21,3.39,3.31,1.26,1.03,0.24,1.58,1.5,1.89,1.26,2.45,0.39,0.32,2.76,3.31,1.74
2313,2023,Hankuk University of Foreign Studies,0.17,2.71,0.08,0.08,2.12,3.56,2.63,0.85,0.34,2.46,1.53,0.85,0.34,0.17,0,4.16,2.46,1.36,7.46,2.04,1.7,1.19,0.42,0.85,2.29,1.36,2.71,0.68,1.19,3.22,2.63,1.87
2318,2023,Hongik University,0,3.98,0.46,0,2.39,4.55,2.62,0.91,0.34,2.16,2.16,0.34,0.23,0.23,0.11,6.37,5.23,1.82,4.44,3.07,2.05,1.25,0.57,0.46,2.73,1.25,2.84,0.34,1.02,2.84,1.93,1.37
2312,2023,Kangwon National University,0,3.69,0.27,0,0.99,5.23,2.61,1.44,0,1.98,1.98,0.81,0.54,0.27,0.18,4.77,1.17,3.51,2.7,1.17,1.8,0.99,1.17,1.53,2.43,0.81,2.79,0.18,0.9,3.33,2.88,2.07
2305,2023,Konkuk University,0,4.47,0,0,0.51,5.14,2.19,1.18,0.34,2.19,2.36,0.51,0.08,0.67,0.42,3.2,2.45,2.36,4.89,1.1,1.26,0.67,0.76,0.67,2.02,0.34,1.94,0.08,0.17,2.19,1.1,1.18
2307,2023,Korea University,0,3.12,0.5,0.21,2.2,4.89,1.98,0.99,1.84,5.95,2.05,1.27,0.71,0,0,6.16,0.71,2.9,5.38,1.06,1.13,1.06,0.21,0.5,1.42,0.71,1.84,0.5,1.06,1.56,1.91,3.4
2317,2023,Kyonggi University,0,3.42,0.95,0,0.57,3.8,1.61,0.28,0.38,2.47,3.61,0.19,0.47,0.09,0.09,4.37,2.37,3.13,5.89,1.61,0.95,0.66,1.04,0.95,1.52,0.47,1.99,0.28,0.57,1.71,2.09,1.42
2310,2023,Kyungpook National University,0,3.86,0.26,0.18,1.49,4.29,3.16,0.79,0.35,3.51,1.4,1.05,0.35,0.96,0.79,9.38,2.54,2.45,4.47,1.93,1.75,0.35,0.88,1.4,1.93,0.96,2.1,0.26,0.44,2.28,2.1,1.31
2314,2023,Seoul National University,0.2,3.4,0.2,0.88,1.97,4.49,1.7,1.97,0.95,4.21,1.56,0.54,0.14,0.14,1.7,5.91,2.52,2.38,5.1,0.75,0.95,0.95,0.61,0.68,1.7,1.09,1.63,0.75,1.09,2.38,1.9,1.63
2306,2023,Seoul Womens University,0,2.8,0.39,0.23,2.25,4.35,2.18,1.24,0.31,3.03,2.33,1.48,0.16,0,0.23,6.45,1.94,1.4,5.75,2.49,0.93,0.85,0.62,0.39,1.55,0.78,1.71,0.16,0.7,2.25,2.1,1.32
2316,2023,Sungkyunkwan University,0,1.9,0.3,0,2.6,3.5,1.1,1.1,1.1,1.1,1.1,0.8,0.3,0.1,0,15.28,1.5,1.7,5,1.1,2.6,1.1,0.6,1.3,2.8,1.5,1.9,1.1,2,3.3,2.2,0.2
2311,2023,University of Seoul,0.09,3.2,0.26,0,2.85,3.8,1.64,1.12,0.69,2.16,1.64,0.86,0.26,0.09,0.26,1.99,1.99,1.73,5.61,1.99,0.35,0.52,0.6,0.26,0.86,0.43,0.95,0.26,0.52,1.47,1.64,2.16
2301,2023,Yonsei University(Seoul),0,3.08,0,0.09,1.49,4.04,1.93,1.41,0.62,2.37,1.93,0.62,0.35,0,0,3.87,3.78,2.2,4.04,1.14,1.49,1.14,1.76,0.97,2.46,1.85,2.9,0.44,1.23,3.34,4.13,1.85
2303,2023,Yonsei University(Wonju),0.09,2.63,0.09,0.09,1.69,3.66,4.41,1.31,0.66,2.35,2.25,0.66,0.28,0,0.09,4.69,3.75,2.53,4.69,1.41,1.88,1.03,1.13,0.94,2.16,0.56,2.16,0.75,1.03,3.19,2.81,1.78
